OrderID,OrderDate,CustomerID,CustomerName,City,State,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,Sales,Cost,Profit,PaymentMethod,Month,Month Number,Year,Profit Margin,,,,
10128,2/17/2025,1196.00,Customer 145,Pune,Maharashtra,204.00,Notebook,Office,4.00,"$21,412.00 ",1000.00%,"$77,083.20","$47,867.66","$29,215.54",Debit Card,February,2,2025,62.10%,,,,
10129,10/27/2026,1222.00,Customer 500,Pune,Maharashtra,231.00,Desk,Furniture,5.00,"$42,183.00 ",500.00%,"$200,369.25","$136,371.37","$63,997.88",Credit Card,October,10,2026,68.06%,,,,
10130,4/24/2026,1180.00,Customer 36,Delhi,Delhi,241.00,Chair,Furniture,3.00,"$16,466.00 ",1500.00%,"$41,988.30","$35,218.49","$6,769.81",Cash,April,4,2026,83.88%,,,,
10131,9/2/2025,1423.00,Customer 375,Mumbai,Maharashtra,275.00,Mouse,Electronics,3.00,"$36,524.00 ",0.00%,"$109,572.00","$79,732.28","$29,839.72",Debit Card,September,9,2025,72.77%,,,,
10132,4/11/2025,1259.00,Customer 98,Chennai,Tamil Nadu,275.00,Desk,Furniture,8.00,"$46,956.00 ",2000.00%,"$300,518.40","$204,677.91","$95,840.49",Credit Card,April,4,2025,68.11%,,,,
10133,2/14/2025,1467.00,Customer 485,Mumbai,Maharashtra,277.00,Chair,Furniture,1.00,"$3,479.00 ",1500.00%,"$2,957.15","$2,346.09",$611.06,Cash,February,2,2025,79.34%,,,,
10134,12/17/2026,1397.00,Customer 355,Hyderabad,Telangana,227.00,Paper,Office,6.00,"$28,981.00 ",500.00%,"$165,191.70","$108,078.61","$57,113.09",Credit Card,December,12,2026,65.43%,,,,
10135,3/20/2025,1408.00,Customer 105,Bengaluru,Karnataka,228.00,Chair,Furniture,7.00,"$1,119.00 ",500.00%,"$7,441.35","$6,542.58",$898.77,Cash,March,3,2025,87.92%,,,,
10136,6/13/2026,1119.00,Customer 66,Bengaluru,Karnataka,273.00,Mouse,Electronics,1.00,"$20,375.00 ",1000.00%,"$18,337.50","$11,736.98","$6,600.52",Credit Card,June,6,2026,64.01%,,,,
10137,10/31/2025,1014.00,Customer 130,Bengaluru,Karnataka,271.00,Mouse,Electronics,8.00,"$18,263.00 ",1500.00%,"$124,188.40","$105,063.97","$19,124.43",Debit Card,October,10,2025,84.60%,,,,
10138,7/15/2025,1410.00,Customer 39,Chennai,Tamil Nadu,294.00,Paper,Office,3.00,"$47,434.00 ",0.00%,"$142,302.00","$102,500.18","$39,801.82",UPI,July,7,2025,72.03%,,,,
10139,1/27/2025,1133.00,Customer 205,Mumbai,Maharashtra,276.00,Paper,Office,2.00,"$6,932.00 ",0.00%,"$13,864.00","$11,898.86","$1,965.14",Debit Card,January,1,2025,85.83%,,,,
10140,1/17/2026,1172.00,Customer 162,Chennai,Tamil Nadu,266.00,Desk,Furniture,5.00,"$22,108.00 ",500.00%,"$105,013.00","$84,336.60","$20,676.40",Credit Card,January,1,2026,80.31%,,,,
10141,3/21/2026,1254.00,Customer 336,Chennai,Tamil Nadu,205.00,Pen,Office,5.00,"$47,007.00 ",500.00%,"$223,283.25","$169,235.15","$54,048.10",Credit Card,March,3,2026,75.79%,,,,
10142,8/29/2026,1130.00,Customer 284,Mumbai,Maharashtra,238.00,Monitor,Electronics,5.00,"$38,784.00 ",2000.00%,"$155,136.00","$136,987.77","$18,148.23",Debit Card,August,8,2026,88.30%,,,,
10143,8/22/2025,1235.00,Customer 133,Bengaluru,Karnataka,218.00,Table,Furniture,5.00,"$16,112.00 ",500.00%,"$76,532.00","$45,969.95","$30,562.05",Cash,August,8,2025,60.07%,,,,
10144,2/11/2026,1202.00,Customer 204,Hyderabad,Telangana,244.00,Laptop,Electronics,3.00,"$4,860.00 ",1500.00%,"$12,393.00","$8,545.05","$3,847.95",Cash,February,2,2026,68.95%,,,,
10145,4/19/2025,1388.00,Customer 323,Hyderabad,Telangana,232.00,Desk,Furniture,5.00,"$9,056.00 ",2000.00%,"$36,224.00","$25,330.93","$10,893.07",UPI,April,4,2025,69.93%,,,,
10146,3/3/2025,1388.00,Customer 372,Chennai,Tamil Nadu,235.00,Chair,Furniture,7.00,"$45,368.00 ",500.00%,"$301,697.20","$246,409.71","$55,287.49",Cash,March,3,2025,81.67%,,,,
10147,7/20/2026,1174.00,Customer 133,Delhi,Delhi,274.00,Chair,Furniture,8.00,"$10,952.00 ",1500.00%,"$74,473.60","$48,208.74","$26,264.86",Cash,July,7,2026,64.73%,,,,
10148,2/16/2026,1386.00,Customer 429,Bengaluru,Karnataka,255.00,Pen,Office,8.00,"$32,904.00 ",0.00%,"$263,232.00","$161,942.71","$101,289.29",UPI,February,2,2026,61.52%,,,,
10149,1/18/2026,1422.00,Customer 77,Bengaluru,Karnataka,297.00,Notebook,Office,4.00,"$41,632.00 ",500.00%,"$158,201.60","$134,832.28","$23,369.32",Debit Card,January,1,2026,85.23%,,,,
10150,10/3/2025,1407.00,Customer 222,Delhi,Delhi,251.00,Mouse,Electronics,3.00,"$10,405.00 ",500.00%,"$29,654.25","$26,572.19","$3,082.06",Credit Card,October,10,2025,89.61%,,,,
10151,4/11/2026,1456.00,Customer 58,Hyderabad,Telangana,258.00,Mouse,Electronics,2.00,"$44,304.00 ",0.00%,"$88,608.00","$74,205.26","$14,402.74",Cash,April,4,2026,83.75%,,,,
10152,10/17/2025,1091.00,Customer 8,Delhi,Delhi,236.00,Monitor,Electronics,2.00,"$10,029.00 ",500.00%,"$19,055.10","$16,493.73","$2,561.37",UPI,October,10,2025,86.56%,,,,
10153,11/18/2025,1276.00,Customer 433,Bengaluru,Karnataka,287.00,Table,Furniture,7.00,"$17,203.00 ",1500.00%,"$102,357.85","$74,853.13","$27,504.72",UPI,November,11,2025,73.13%,,,,
10154,5/6/2026,1241.00,Customer 89,Mumbai,Maharashtra,240.00,Notebook,Office,8.00,"$33,004.00 ",0.00%,"$264,032.00","$213,573.48","$50,458.52",Cash,May,5,2026,80.89%,,,,
10155,6/26/2026,1082.00,Customer 101,Chennai,Tamil Nadu,229.00,Pen,Office,5.00,"$46,436.00 ",1000.00%,"$208,962.00","$139,679.16","$69,282.84",Cash,June,6,2026,66.84%,,,,
10156,1/17/2025,1218.00,Customer 306,Bengaluru,Karnataka,263.00,Monitor,Electronics,1.00,"$31,942.00 ",1500.00%,"$27,150.70","$23,449.47","$3,701.23",Cash,January,1,2025,86.37%,,,,
10157,4/17/2025,1048.00,Customer 142,Mumbai,Maharashtra,217.00,Desk,Furniture,1.00,"$46,438.00 ",500.00%,"$44,116.10","$27,965.83","$16,150.27",Credit Card,April,4,2025,63.39%,,,,
10158,2/1/2025,1227.00,Customer 11,Delhi,Delhi,225.00,Laptop,Electronics,8.00,"$45,971.00 ",1000.00%,"$330,991.20","$218,731.68","$112,259.52",Debit Card,February,2,2025,66.08%,,,,
10159,12/29/2026,1022.00,Customer 374,Delhi,Delhi,245.00,Pen,Office,2.00,"$10,006.00 ",0.00%,"$20,012.00","$17,920.67","$2,091.33",UPI,December,12,2026,89.55%,,,,
10160,2/27/2025,1444.00,Customer 372,Bengaluru,Karnataka,216.00,Paper,Office,7.00,"$39,678.00 ",2000.00%,"$222,196.80","$153,839.41","$68,357.39",UPI,February,2,2025,69.24%,,,,
10161,3/26/2025,1289.00,Customer 311,Pune,Maharashtra,256.00,Desk,Furniture,5.00,"$26,911.00 ",2000.00%,"$107,644.00","$67,341.60","$40,302.40",Cash,March,3,2025,62.56%,,,,
10162,4/22/2025,1189.00,Customer 40,Delhi,Delhi,204.00,Notebook,Office,7.00,"$44,861.00 ",1000.00%,"$282,624.30","$176,699.81","$105,924.49",Cash,April,4,2025,62.52%,,,,
10163,9/6/2026,1345.00,Customer 59,Pune,Maharashtra,256.00,Notebook,Office,1.00,"$16,107.00 ",0.00%,"$16,107.00","$11,145.32","$4,961.68",Debit Card,September,9,2026,69.20%,,,,
10164,5/28/2025,1399.00,Customer 33,Pune,Maharashtra,267.00,Notebook,Office,7.00,"$18,366.00 ",2000.00%,"$102,849.60","$68,316.30","$34,533.30",Credit Card,May,5,2025,66.42%,,,,
10165,5/6/2025,1422.00,Customer 152,Mumbai,Maharashtra,208.00,Keyboard,Electronics,1.00,"$20,646.00 ",1000.00%,"$18,581.40","$16,611.26","$1,970.14",Debit Card,May,5,2025,89.40%,,,,
10166,8/8/2026,1024.00,Customer 343,Hyderabad,Telangana,273.00,Chair,Furniture,8.00,"$32,708.00 ",2000.00%,"$209,331.20","$142,811.11","$66,520.09",Debit Card,August,8,2026,68.22%,,,,
10167,11/24/2026,1035.00,Customer 302,Hyderabad,Telangana,264.00,Keyboard,Electronics,6.00,"$42,480.00 ",0.00%,"$254,880.00","$216,720.41","$38,159.59",Debit Card,November,11,2026,85.03%,,,,
10168,6/12/2026,1345.00,Customer 187,Bengaluru,Karnataka,297.00,Monitor,Electronics,2.00,"$32,522.00 ",2000.00%,"$52,035.20","$32,164.30","$19,870.90",Debit Card,June,6,2026,61.81%,,,,
10169,11/16/2026,1474.00,Customer 221,Mumbai,Maharashtra,300.00,Laptop,Electronics,3.00,$481.00 ,1500.00%,"$1,226.55",$929.83,$296.72,Cash,November,11,2026,75.81%,,,,
10170,12/11/2025,1419.00,Customer 94,Delhi,Delhi,292.00,Chair,Furniture,8.00,"$47,288.00 ",500.00%,"$359,388.80","$230,796.97","$128,591.83",Credit Card,December,12,2025,64.22%,,,,
10171,9/21/2025,1167.00,Customer 35,Hyderabad,Telangana,261.00,Table,Furniture,5.00,"$37,393.00 ",500.00%,"$177,616.75","$130,205.88","$47,410.87",Credit Card,September,9,2025,73.31%,,,,
10172,9/16/2026,1093.00,Customer 310,Delhi,Delhi,203.00,Pen,Office,7.00,"$16,414.00 ",500.00%,"$109,153.10","$89,209.11","$19,943.99",UPI,September,9,2026,81.73%,,,,
10173,3/10/2025,1117.00,Customer 60,Delhi,Delhi,266.00,Table,Furniture,5.00,"$20,231.00 ",0.00%,"$101,155.00","$72,494.48","$28,660.52",UPI,March,3,2025,71.67%,,,,
10174,3/13/2026,1379.00,Customer 87,Hyderabad,Telangana,204.00,Table,Furniture,7.00,"$1,826.00 ",2000.00%,"$10,225.60","$7,884.73","$2,340.87",UPI,March,3,2026,77.11%,,,,
10175,11/26/2026,1258.00,Customer 298,Chennai,Tamil Nadu,232.00,Mouse,Electronics,5.00,"$31,425.00 ",1500.00%,"$133,556.25","$116,155.76","$17,400.49",UPI,November,11,2026,86.97%,,,,
10176,4/8/2025,1083.00,Customer 500,Chennai,Tamil Nadu,246.00,Pen,Office,8.00,"$19,669.00 ",0.00%,"$157,352.00","$130,807.99","$26,544.01",Cash,April,4,2025,83.13%,,,,
10177,2/10/2026,1485.00,Customer 202,Hyderabad,Telangana,214.00,Laptop,Electronics,1.00,"$36,402.00 ",1500.00%,"$30,941.70","$23,758.58","$7,183.12",Cash,February,2,2026,76.78%,,,,
10178,10/14/2026,1456.00,Customer 144,Hyderabad,Telangana,232.00,Chair,Furniture,5.00,"$30,248.00 ",2000.00%,"$120,992.00","$106,674.63","$14,317.37",UPI,October,10,2026,88.17%,,,,
10179,9/15/2025,1131.00,Customer 70,Mumbai,Maharashtra,215.00,Table,Furniture,5.00,"$30,771.00 ",2000.00%,"$123,084.00","$108,123.60","$14,960.40",Credit Card,September,9,2025,87.85%,,,,
10180,5/29/2026,1376.00,Customer 434,Mumbai,Maharashtra,253.00,Desk,Furniture,4.00,"$15,459.00 ",2000.00%,"$49,468.80","$37,816.34","$11,652.46",Cash,May,5,2026,76.44%,,,,
10181,10/18/2025,1455.00,Customer 299,Chennai,Tamil Nadu,226.00,Monitor,Electronics,7.00,"$18,941.00 ",1500.00%,"$112,698.95","$80,302.83","$32,396.12",Debit Card,October,10,2025,71.25%,,,,
10182,7/9/2026,1051.00,Customer 262,Mumbai,Maharashtra,277.00,Notebook,Office,8.00,"$15,727.00 ",1500.00%,"$106,943.60","$66,477.06","$40,466.54",Cash,July,7,2026,62.16%,,,,
10183,11/1/2025,1302.00,Customer 18,Pune,Maharashtra,294.00,Paper,Office,5.00,"$16,898.00 ",1500.00%,"$71,816.50","$45,644.13","$26,172.37",UPI,November,11,2025,63.56%,,,,
10184,11/22/2025,1055.00,Customer 328,Pune,Maharashtra,219.00,Chair,Furniture,4.00,"$1,956.00 ",1500.00%,"$6,650.40","$5,579.19","$1,071.21",Cash,November,11,2025,83.89%,,,,
10185,3/22/2025,1088.00,Customer 276,Chennai,Tamil Nadu,209.00,Monitor,Electronics,1.00,"$27,810.00 ",2000.00%,"$22,248.00","$17,313.60","$4,934.40",Debit Card,March,3,2025,77.82%,,,,
10186,3/12/2026,1167.00,Customer 462,Pune,Maharashtra,273.00,Chair,Furniture,8.00,"$9,506.00 ",0.00%,"$76,048.00","$55,920.40","$20,127.60",Cash,March,3,2026,73.53%,,,,
10187,9/8/2026,1366.00,Customer 406,Bengaluru,Karnataka,263.00,Keyboard,Electronics,2.00,"$29,071.00 ",2000.00%,"$46,513.60","$31,014.17","$15,499.43",UPI,September,9,2026,66.68%,,,,
10188,11/27/2026,1119.00,Customer 367,Bengaluru,Karnataka,211.00,Notebook,Office,2.00,"$6,210.00 ",0.00%,"$12,420.00","$7,461.11","$4,958.89",UPI,November,11,2026,60.07%,,,,
10189,1/21/2025,1292.00,Customer 393,Pune,Maharashtra,231.00,Notebook,Office,7.00,"$1,333.00 ",1500.00%,"$7,931.35","$6,067.37","$1,863.98",Debit Card,January,1,2025,76.50%,,,,
10190,6/4/2025,1035.00,Customer 427,Hyderabad,Telangana,251.00,Chair,Furniture,4.00,"$44,146.00 ",1500.00%,"$150,096.40","$122,266.12","$27,830.28",Cash,June,6,2025,81.46%,,,,
10191,11/8/2025,1120.00,Customer 495,Bengaluru,Karnataka,259.00,Monitor,Electronics,2.00,"$36,463.00 ",1500.00%,"$61,987.10","$47,549.29","$14,437.81",Cash,November,11,2025,76.71%,,,,
10192,6/10/2025,1230.00,Customer 18,Pune,Maharashtra,236.00,Laptop,Electronics,6.00,"$32,813.00 ",1500.00%,"$167,346.30","$123,406.12","$43,940.18",UPI,June,6,2025,73.74%,,,,
10193,1/21/2026,1104.00,Customer 268,Bengaluru,Karnataka,281.00,Pen,Office,3.00,"$17,930.00 ",1500.00%,"$45,721.50","$28,064.12","$17,657.38",Debit Card,January,1,2026,61.38%,,,,
10194,3/14/2025,1105.00,Customer 35,Delhi,Delhi,232.00,Laptop,Electronics,4.00,"$14,711.00 ",2000.00%,"$47,075.20","$39,456.73","$7,618.47",Cash,March,3,2025,83.82%,,,,
10195,8/8/2026,1493.00,Customer 168,Hyderabad,Telangana,203.00,Monitor,Electronics,2.00,"$17,322.00 ",2000.00%,"$27,715.20","$22,397.03","$5,318.17",Cash,August,8,2026,80.81%,,,,
10196,1/1/2025,1180.00,Customer 78,Pune,Maharashtra,241.00,Monitor,Electronics,4.00,"$15,149.00 ",500.00%,"$57,566.20","$45,565.06","$12,001.14",Credit Card,January,1,2025,79.15%,,,,
10197,9/23/2025,1005.00,Customer 444,Pune,Maharashtra,242.00,Notebook,Office,4.00,"$47,416.00 ",0.00%,"$189,664.00","$167,219.54","$22,444.46",Debit Card,September,9,2025,88.17%,,,,
10198,10/19/2025,1361.00,Customer 384,Bengaluru,Karnataka,231.00,Notebook,Office,4.00,"$35,567.00 ",1500.00%,"$120,927.80","$103,269.70","$17,658.10",Debit Card,October,10,2025,85.40%,,,,
10199,4/24/2026,1247.00,Customer 452,Pune,Maharashtra,268.00,Chair,Furniture,3.00,"$15,071.00 ",2000.00%,"$36,170.40","$28,435.93","$7,734.47",Debit Card,April,4,2026,78.62%,,,,
10200,3/22/2026,1065.00,Customer 183,Bengaluru,Karnataka,225.00,Notebook,Office,6.00,"$1,905.00 ",1000.00%,"$10,287.00","$6,841.02","$3,445.98",Credit Card,March,3,2026,66.50%,,,,
10201,3/19/2026,1125.00,Customer 439,Mumbai,Maharashtra,291.00,Mouse,Electronics,5.00,"$8,840.00 ",1500.00%,"$37,570.00","$32,842.03","$4,727.97",Credit Card,March,3,2026,87.42%,,,,
10202,6/6/2025,1445.00,Customer 142,Pune,Maharashtra,267.00,Chair,Furniture,5.00,"$38,103.00 ",1000.00%,"$171,463.50","$147,912.67","$23,550.83",UPI,June,6,2025,86.26%,,,,
10203,3/24/2025,1198.00,Customer 34,Pune,Maharashtra,277.00,Table,Furniture,1.00,"$8,286.00 ",1500.00%,"$7,043.10","$5,867.23","$1,175.87",UPI,March,3,2025,83.30%,,,,
10204,2/20/2025,1105.00,Customer 14,Chennai,Tamil Nadu,247.00,Monitor,Electronics,3.00,"$26,619.00 ",500.00%,"$75,864.15","$53,674.45","$22,189.70",Credit Card,February,2,2025,70.75%,,,,
10205,10/22/2026,1478.00,Customer 274,Chennai,Tamil Nadu,252.00,Table,Furniture,2.00,"$22,063.00 ",1500.00%,"$37,507.10","$23,028.25","$14,478.85",UPI,October,10,2026,61.40%,,,,
10206,11/8/2026,1385.00,Customer 30,Chennai,Tamil Nadu,225.00,Paper,Office,5.00,"$44,730.00 ",1000.00%,"$201,285.00","$178,662.19","$22,622.81",Debit Card,November,11,2026,88.76%,,,,
10207,11/21/2025,1381.00,Customer 334,Bengaluru,Karnataka,281.00,Chair,Furniture,2.00,"$1,847.00 ",1000.00%,"$3,324.60","$2,236.44","$1,088.16",Cash,November,11,2025,67.27%,,,,
10208,3/15/2025,1332.00,Customer 89,Pune,Maharashtra,223.00,Notebook,Office,4.00,"$18,530.00 ",1000.00%,"$66,708.00","$53,018.06","$13,689.94",UPI,March,3,2025,79.48%,,,,
10209,4/27/2026,1248.00,Customer 484,Delhi,Delhi,270.00,Pen,Office,5.00,"$33,055.00 ",500.00%,"$157,011.25","$121,906.84","$35,104.41",Debit Card,April,4,2026,77.64%,,,,
10210,6/28/2026,1120.00,Customer 138,Delhi,Delhi,256.00,Chair,Furniture,7.00,"$28,269.00 ",500.00%,"$187,988.85","$148,206.92","$39,781.93",Debit Card,June,6,2026,78.84%,,,,
10211,2/12/2026,1017.00,Customer 306,Pune,Maharashtra,224.00,Keyboard,Electronics,1.00,"$3,079.00 ",2000.00%,"$2,463.20","$1,967.54",$495.66,UPI,February,2,2026,79.88%,,,,
10212,2/25/2025,1226.00,Customer 340,Delhi,Delhi,282.00,Table,Furniture,4.00,"$45,964.00 ",1500.00%,"$156,277.60","$127,766.76","$28,510.84",Debit Card,February,2,2025,81.76%,,,,
10213,11/3/2025,1025.00,Customer 332,Bengaluru,Karnataka,220.00,Monitor,Electronics,6.00,"$21,213.00 ",1000.00%,"$114,550.20","$97,857.67","$16,692.53",Credit Card,November,11,2025,85.43%,,,,
10214,12/6/2025,1445.00,Customer 221,Hyderabad,Telangana,246.00,Desk,Furniture,6.00,"$10,071.00 ",0.00%,"$60,426.00","$37,480.94","$22,945.06",Cash,December,12,2025,62.03%,,,,
10215,4/7/2026,1063.00,Customer 491,Bengaluru,Karnataka,234.00,Mouse,Electronics,7.00,$241.00 ,0.00%,"$1,687.00","$1,268.89",$418.11,Debit Card,April,4,2026,75.22%,,,,
10216,2/21/2025,1054.00,Customer 95,Hyderabad,Telangana,231.00,Desk,Furniture,2.00,"$6,360.00 ",1500.00%,"$10,812.00","$9,495.85","$1,316.15",Debit Card,February,2,2025,87.83%,,,,
10217,12/6/2026,1367.00,Customer 150,Bengaluru,Karnataka,225.00,Paper,Office,2.00,"$28,161.00 ",1000.00%,"$50,689.80","$42,382.81","$8,306.99",UPI,December,12,2026,83.61%,,,,
10218,8/25/2025,1362.00,Customer 260,Chennai,Tamil Nadu,227.00,Desk,Furniture,3.00,"$2,156.00 ",1500.00%,"$5,497.80","$4,332.85","$1,164.95",Credit Card,August,8,2025,78.81%,,,,
10219,11/21/2026,1155.00,Customer 60,Mumbai,Maharashtra,275.00,Keyboard,Electronics,5.00,"$25,651.00 ",1000.00%,"$115,429.50","$103,327.14","$12,102.36",Debit Card,November,11,2026,89.52%,,,,
10220,2/3/2026,1030.00,Customer 178,Delhi,Delhi,249.00,Pen,Office,6.00,"$8,459.00 ",500.00%,"$48,216.30","$33,393.56","$14,822.74",Cash,February,2,2026,69.26%,,,,
10221,5/3/2026,1041.00,Customer 218,Mumbai,Maharashtra,231.00,Pen,Office,8.00,"$22,127.00 ",2000.00%,"$141,612.80","$113,708.27","$27,904.53",Cash,May,5,2026,80.30%,,,,
10222,4/8/2025,1207.00,Customer 482,Mumbai,Maharashtra,265.00,Desk,Furniture,7.00,"$49,961.00 ",1000.00%,"$314,754.30","$192,376.24","$122,378.06",Debit Card,April,4,2025,61.12%,,,,
10223,3/20/2025,1199.00,Customer 158,Delhi,Delhi,282.00,Monitor,Electronics,1.00,"$21,327.00 ",1500.00%,"$18,127.95","$11,562.67","$6,565.28",Debit Card,March,3,2025,63.78%,,,,
10224,9/22/2026,1292.00,Customer 217,Chennai,Tamil Nadu,261.00,Pen,Office,7.00,"$27,956.00 ",1500.00%,"$166,338.20","$145,618.85","$20,719.35",Credit Card,September,9,2026,87.54%,,,,
10225,12/18/2025,1077.00,Customer 417,Mumbai,Maharashtra,265.00,Monitor,Electronics,1.00,"$45,491.00 ",2000.00%,"$36,392.80","$22,579.68","$13,813.12",Credit Card,December,12,2025,62.04%,,,,
10226,12/18/2025,1275.00,Customer 259,Delhi,Delhi,228.00,Pen,Office,2.00,"$30,282.00 ",2000.00%,"$48,451.20","$42,935.57","$5,515.63",Cash,December,12,2025,88.62%,,,,
10227,1/9/2026,1396.00,Customer 151,Mumbai,Maharashtra,264.00,Paper,Office,5.00,"$41,163.00 ",2000.00%,"$164,652.00","$132,371.39","$32,280.61",Cash,January,1,2026,80.39%,,,,
10228,9/3/2025,1297.00,Customer 459,Pune,Maharashtra,291.00,Notebook,Office,2.00,"$26,310.00 ",1000.00%,"$47,358.00","$28,635.74","$18,722.26",Debit Card,September,9,2025,60.47%,,,,
10229,7/10/2026,1415.00,Customer 375,Chennai,Tamil Nadu,239.00,Notebook,Office,2.00,"$49,292.00 ",500.00%,"$93,654.80","$84,246.66","$9,408.14",UPI,July,7,2026,89.95%,,,,
10230,12/15/2025,1483.00,Customer 147,Bengaluru,Karnataka,272.00,Laptop,Electronics,4.00,"$39,078.00 ",1000.00%,"$140,680.80","$120,579.87","$20,100.93",Cash,December,12,2025,85.71%,,,,
10231,4/2/2026,1144.00,Customer 163,Delhi,Delhi,235.00,Pen,Office,2.00,"$21,719.00 ",500.00%,"$41,266.10","$30,979.81","$10,286.29",Debit Card,April,4,2026,75.07%,,,,
10232,10/29/2025,1096.00,Customer 301,Pune,Maharashtra,277.00,Paper,Office,1.00,"$37,852.00 ",1500.00%,"$32,174.20","$21,927.91","$10,246.29",Debit Card,October,10,2025,68.15%,,,,
10233,1/23/2026,1498.00,Customer 66,Chennai,Tamil Nadu,212.00,Mouse,Electronics,2.00,"$3,453.00 ",2000.00%,"$5,524.80","$4,074.88","$1,449.92",Debit Card,January,1,2026,73.76%,,,,
10234,3/5/2025,1002.00,Customer 348,Pune,Maharashtra,272.00,Chair,Furniture,4.00,"$32,457.00 ",1000.00%,"$116,845.20","$96,646.89","$20,198.31",Credit Card,March,3,2025,82.71%,,,,
10235,5/25/2025,1495.00,Customer 32,Pune,Maharashtra,237.00,Keyboard,Electronics,7.00,"$26,056.00 ",0.00%,"$182,392.00","$149,806.15","$32,585.85",Cash,May,5,2025,82.13%,,,,
10236,11/12/2025,1075.00,Customer 430,Hyderabad,Telangana,270.00,Monitor,Electronics,2.00,"$40,721.00 ",0.00%,"$81,442.00","$59,541.07","$21,900.93",UPI,November,11,2025,73.11%,,,,
10237,10/21/2026,1197.00,Customer 156,Pune,Maharashtra,264.00,Pen,Office,1.00,"$39,291.00 ",1000.00%,"$35,361.90","$31,452.23","$3,909.67",Cash,October,10,2026,88.94%,,,,
10238,3/4/2025,1364.00,Customer 412,Bengaluru,Karnataka,218.00,Pen,Office,5.00,"$3,745.00 ",500.00%,"$17,788.75","$15,931.01","$1,857.74",UPI,March,3,2025,89.56%,,,,
10239,7/27/2025,1393.00,Customer 111,Delhi,Delhi,203.00,Mouse,Electronics,2.00,"$35,997.00 ",1500.00%,"$61,194.90","$48,965.92","$12,228.98",Debit Card,July,7,2025,80.02%,,,,
10240,8/21/2025,1412.00,Customer 307,Delhi,Delhi,222.00,Notebook,Office,3.00,"$12,644.00 ",1000.00%,"$34,138.80","$25,676.17","$8,462.63",UPI,August,8,2025,75.21%,,,,
10241,6/15/2025,1484.00,Customer 209,Mumbai,Maharashtra,212.00,Pen,Office,6.00,"$30,300.00 ",2000.00%,"$145,440.00","$127,699.97","$17,740.03",Debit Card,June,6,2025,87.80%,,,,
10242,10/26/2026,1181.00,Customer 471,Hyderabad,Telangana,221.00,Table,Furniture,8.00,"$22,457.00 ",500.00%,"$170,673.20","$126,544.11","$44,129.09",Debit Card,October,10,2026,74.14%,,,,
10243,6/28/2026,1402.00,Customer 385,Chennai,Tamil Nadu,283.00,Paper,Office,3.00,"$22,682.00 ",1500.00%,"$57,839.10","$44,507.96","$13,331.14",Credit Card,June,6,2026,76.95%,,,,
10244,4/29/2026,1036.00,Customer 344,Hyderabad,Telangana,269.00,Desk,Furniture,7.00,"$1,381.00 ",500.00%,"$9,183.65","$7,980.44","$1,203.21",Credit Card,April,4,2026,86.90%,,,,
10245,11/18/2025,1108.00,Customer 22,Delhi,Delhi,253.00,Monitor,Electronics,2.00,"$7,158.00 ",2000.00%,"$11,452.80","$9,767.64","$1,685.16",UPI,November,11,2025,85.29%,,,,
10246,6/10/2025,1066.00,Customer 384,Pune,Maharashtra,230.00,Laptop,Electronics,4.00,"$12,378.00 ",1500.00%,"$42,085.20","$35,161.46","$6,923.74",Cash,June,6,2025,83.55%,,,,
10247,4/8/2025,1308.00,Customer 248,Pune,Maharashtra,264.00,Chair,Furniture,1.00,"$18,090.00 ",0.00%,"$18,090.00","$11,794.76","$6,295.24",UPI,April,4,2025,65.20%,,,,
10248,9/7/2026,1366.00,Customer 315,Pune,Maharashtra,264.00,Table,Furniture,7.00,"$15,924.00 ",0.00%,"$111,468.00","$92,414.06","$19,053.94",Credit Card,September,9,2026,82.91%,,,,
10249,5/29/2025,1208.00,Customer 109,Hyderabad,Telangana,273.00,Laptop,Electronics,3.00,"$33,981.00 ",1000.00%,"$91,748.70","$67,534.04","$24,214.66",Credit Card,May,5,2025,73.61%,,,,
10250,12/14/2026,1103.00,Customer 229,Chennai,Tamil Nadu,277.00,Chair,Furniture,7.00,"$42,570.00 ",0.00%,"$297,990.00","$235,537.01","$62,452.99",Credit Card,December,12,2026,79.04%,,,,
10251,12/27/2026,1046.00,Customer 10,Mumbai,Maharashtra,241.00,Mouse,Electronics,5.00,"$19,629.00 ",500.00%,"$93,237.75","$82,019.95","$11,217.80",Debit Card,December,12,2026,87.97%,,,,
10252,4/6/2025,1192.00,Customer 105,Bengaluru,Karnataka,290.00,Table,Furniture,1.00,"$2,994.00 ",1000.00%,"$2,694.60","$1,939.62",$754.98,Cash,April,4,2025,71.98%,,,,
